Latitude,Longitude
28.688616,77.2123177
28.6892794,77.212072
28.6890727,77.2114971
28.6888275,77.2125167
28.6891146,77.2125389
28.7003423,77.1404795
28.6896115,77.2116711
28.6892749,77.2126213
28.6898046,77.2122417
28.6902367,77.2120798
28.6901448,77.2123532
28.6900509,77.2125906
28.6899284,77.2119432
28.6894388,77.2127062
28.689613,77.2127267
28.6897108,77.2124765
28.6904389,77.2105666
28.6896454,77.2129051
28.6899487,77.2124068
28.689591,77.2122283
28.6899292,77.2128845
28.689707,77.2107869
28.692005,77.211322
28.6897549,77.2128571
28.690128,77.2103079
28.6899131,77.2101965
28.6898091,77.2129991
28.6912695,77.2108333
28.6925664,77.2115899
28.6898882,77.2129182
28.6895595,77.2127688
28.6922777,77.2113455
28.69134,77.2109878
28.6930036,77.2117044
28.6950177,77.2126848
28.6897943,77.210578
28.6897217,77.2114866
28.6897543,77.2106653
28.6902201,77.2104543
28.6917264,77.2111808
28.6909658,77.210818
28.6898037,77.2102618
28.6906849,77.210684
28.6906098,77.2105283
28.6921568,77.2114076
28.6914981,77.2109579
28.6919666,77.211192
28.6931493,77.2117688
28.6945918,77.2124706
28.695491,77.2133495
28.6903209,77.210398
28.6941858,77.2122662
28.6911353,77.2108951
28.690505,77.2104779
28.6933922,77.2118783
28.6923523,77.2114936
28.6927519,77.2116891
28.6948221,77.212584
28.6926302,77.2115265
28.6939764,77.2121661
28.6921217,77.2112602
28.6911073,77.210768
28.692463,77.2114506
28.6940341,77.2123343
28.6915378,77.2110928
28.6917572,77.2110919
28.6929889,77.2118017
28.6933851,77.2120068
28.6954924,77.2129074
28.6935811,77.2119745
28.6928359,77.2116231
28.6944516,77.2125326
28.6942563,77.2124367
28.6937916,77.2120776
28.6946695,77.2126459
28.69544,77.2134605
28.6920767,77.2141824
28.6920351,77.2138912
28.6914247,77.2138679
28.690293,77.213237
28.6926868,77.2147324
28.6949629,77.2150464
28.6923087,77.2143679
28.6923435,77.2145659
28.6910897,77.2132926
28.6925143,77.2146473
28.6908709,77.2137236
28.6917683,77.2137609
28.6904586,77.2132345
28.6930392,77.2149082
28.6916741,77.2139891
28.690719,77.2133545
28.6919544,77.2141243
28.6918145,77.2140549
28.6912386,77.2134334
28.6915194,77.2136443
28.6899666,77.2130858
28.6912831,77.213742
28.6918954,77.2138144
28.6908132,77.2135374
28.6909751,77.2133122
28.6905683,77.2133989
28.691336,77.2135825
28.6909914,77.2138027
28.6911326,77.2137963
28.6908928,77.2133698
28.6901688,77.2130961
28.6889358,77.209811
28.6909822,77.2104446
28.6887812,77.2097262
28.6896714,77.2100742
28.6891033,77.2097893
28.6907824,77.2105932
28.6897033,77.2101965
28.6890915,77.209893
28.6893412,77.2098882
28.689783,77.2101208
28.6895174,77.2101036
28.6926394,77.2135317
28.6927567,77.2132436
28.6929146,77.2128271
28.6926454,77.2131867
28.6925228,77.2138357
28.6927952,77.2127733
28.6928321,77.2130337
28.6927207,77.2129796
28.5734657,77.2097426
28.5735846,77.2097502
28.5733965,77.2097405
28.6951286,77.2136415
28.6037329,77.2901559
28.6053865,77.2891543
28.6051576,77.2892761
28.605225,77.2892357
28.6053364,77.2891793
28.6052803,77.2891996
28.6911648,77.2099954
28.6915939,77.2085676
28.6912524,77.2097592
28.6911095,77.2098262
28.6912045,77.2095938
28.6910374,77.2102975
28.6911026,77.2101514
28.6910514,77.2100219
28.6913667,77.2095067
28.6914769,77.2091904
28.6915063,77.2087868
28.690975,77.2101888
28.6914366,77.2089857
28.6913233,77.2092918
28.6915771,77.2089224
28.6917352,77.208514
28.6916642,77.2083664
28.6909067,77.2103581
28.6916589,77.2086876
28.5735304,77.2097473
28.6916367,77.2137064
28.6915439,77.2139304
28.6921672,77.2139604
28.496389,77.1970235
28.680838,77.2087047
28.687228,77.2088685
28.6883544,77.2095099
28.6841169,77.2073758
28.6875366,77.2091018
28.6822723,77.2087725
28.683374,77.208422
28.6802952,77.2085837
28.6874131,77.208958
28.6880946,77.2092987
28.6838247,77.2076446
28.6816854,77.2087819
28.6881656,77.2094128
28.6879781,77.2093181
28.6837114,77.2078912
28.6819712,77.2087867
28.6866383,77.208593
28.6869758,77.2087613
28.6846989,77.2076727
28.6882895,77.2093871
28.6884875,77.2095758
28.6867798,77.2086637
28.6827983,77.2087527
28.6825765,77.2087506
28.6832072,77.2086214
28.6876703,77.2090976
28.6864987,77.2085924
28.6878906,77.2092259
28.6862316,77.2082747
28.6852093,77.2079086
28.6811149,77.2087386
28.6872809,77.208976
